"llid","state","max_depth_m","mean_depth_m","source","effort","lake_waterarea_ha","lake_connectivity_permanent","lake_lat_decdeg","lake_lon_decdeg","lat","long"
"3238","MN",4.26697063446045,3.2107255810541,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",147.679,"Isolated",45.70169,-95.44287,45.70169,-95.44287
"3244","MN",9.44823551177979,5.03736839468489,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",54.744,"DrainageLk",45.89444,-95.37436,45.89444,-95.37436
"3251","MN",3.77880811691284,2.44638737835751,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",54.521,"DrainageLk",45.32014,-96.35819,45.32014,-96.35819
"3257","MN",6.88908290863037,2.79328775354419,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",17.506,"Drainage",47.10488,-93.58409,47.10488,-93.58409
"32582","MN",12.496190071106,4.37137652067028,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",27.181,"DrainageLk",46.98043,-94.95475,46.98043,-94.95475
"3260","MN",23.7092266082764,10.1429534647533,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",199.494,"DrainageLk",48.0662,-90.42849,48.0662,-90.42849
"32606","MN",16.4575176239014,6.57011934895347,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",209.659,"Drainage",46.26238,-93.85722,46.26238,-93.85722
"32609","MN",12.1586675643921,5.57595649135524,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",29.425,"Isolated",45.21131,-94.94361,45.21131,-94.94361
"32617","MN",3.04785132408142,1.33663020834919,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",53.673,"DrainageLk",47.10637,-93.92018,47.10637,-93.92018
"3266","MN",8.52877807617188,2.94725215660836,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",302.015,"DrainageLk",47.82349,-90.76635,47.82349,-90.76635
"32670","MN",2.74274396896362,1.89911187586324,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",65.986,"Isolated",44.51449,-96.29031,44.51449,-96.29031
"32672","MN",1.22568345069885,0.648233890910437,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",17.405,"Drainage",44.57466,-95.48861,44.57466,-95.48861
"3277","MN",32.0024375915527,13.0151768021568,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",487.772,"DrainageLk",47.15701,-93.67103,47.15701,-93.67103
"3278","MN",13.0869951248169,4.41158147237504,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",234.997,"Headwater",47.4447,-95.64902,47.4447,-95.64902
"328","MN",3.04785132408142,0.855484476025908,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",189.259,"Headwater",44.19546,-93.90061,44.19546,-93.90061
"3289","MN",21.8869152069092,5.40107384472315,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",144.607,"Isolated",46.36643,-93.9087,46.36643,-93.9087
"3291","MN",11.2766132354736,3.28067736755058,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",516.107,"DrainageLk",44.27647,-93.76004,44.27647,-93.76004
"3292","MN",10.6594085693359,3.22923176285907,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",30.142,"Drainage",45.41774,-94.51531,45.41774,-94.51531
"3295","MN",10.3595552444458,3.21837818450473,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",188.506,"DrainageLk",45.38746,-94.52486,45.38746,-94.52486
"3300","MN",23.1063041687012,6.02545763766111,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",105.325,"DrainageLk",45.35152,-94.5282,45.35152,-94.5282
"3301","MN",21.3349590301514,5.4959362510472,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",94.558,"DrainageLk",47.82591,-93.35889,47.82591,-93.35889
"3302","MN",6.25515699386597,3.21376449172919,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",366.585,"Drainage",43.67647,-94.68139,43.67647,-94.68139
"3307","MN",11.5326471328735,4.14299157080752,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",29.639,"Drainage",45.03613,-93.61908,45.03613,-93.61908
"3312","MN",11.5631427764893,5.8054542870085,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",481.503,"Isolated",46.9271,-95.53313,46.9271,-95.53313
"3313","MN",6.70505380630493,4.21519967058395,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",157.358,"DrainageLk",46.20834,-93.04741,46.20834,-93.04741
"3316","MN",5.17969512939453,2.53098971417731,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",216.141,"DrainageLk",45.27476,-94.4454,45.27476,-94.4454
"3318","MN",7.61962795257568,4.34567200720468,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",65.488,"DrainageLk",47.20711,-92.3568,47.20711,-92.3568
"3324","MN",13.0989665985107,5.25836806443599,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",746.933,"DrainageLk",46.74249,-95.89723,46.74249,-95.89723
"33244","MN",4.57177686691284,2.468448767535,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",143.34,"Drainage",47.82473,-90.6938,47.82473,-90.6938
"333","MN",3.15482091903687,2.09073881221141,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",68.918,"Headwater",44.13765,-95.64448,44.13765,-95.64448
"3331","MN",5.79075002670288,3.14454620256782,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",423.786,"DrainageLk",45.22109,-94.26067,45.22109,-94.26067
"334","MN",9.14355373382568,3.30894358652883,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",470.465,"DrainageLk",46.87114,-95.85751,46.87114,-95.85751
"3342","MN",6.09570264816284,3.38371933428319,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",84.643,"DrainageLk",47.20708,-92.34198,47.20708,-92.34198
"3345","MN",3.04785132408142,2.24652256610433,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",148.754,"DrainageLk",44.10943,-94.20297,44.10943,-94.20297
"3349","MN",3.35196900367737,1.87251410141138,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",278.242,"DrainageLk",45.10312,-94.66822,45.10312,-94.66822
"3356","MN",1.38418579101562,0.646658385412648,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",107.023,"DrainageLk",44.88758,-94.40906,44.88758,-94.40906
"33602","MN",17.6665496826172,4.2206048705213,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",218.892,"Headwater",45.06855,-93.69282,45.06855,-93.69282
"33613","MN",7.61962795257568,3.13459576775057,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",104.35,"Headwater",47.02478,-94.38299,47.02478,-94.38299
"3363","MN",15.6994113922119,5.5200558181772,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",444.704,"DrainageLk",46.13607,-93.94136,46.13607,-93.94136
"3364","MN",17.3683414459229,5.53441957686504,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",357.775,"Drainage",46.37281,-94.38625,46.37281,-94.38625
"33640","MN",5.78802299499512,1.4156542603653,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",46.507,"Drainage",45.27587,-93.19304,45.27587,-93.19304
"33649","MN",7.21386241912842,1.56553706892282,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",22.029,"DrainageLk",45.55078,-94.52424,45.55078,-94.52424
"3368","MN",23.4547328948975,8.99965909027719,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",73.545,"DrainageLk",46.65325,-94.20131,46.65325,-94.20131
"33689","MN",3.35261368751526,1.90693198044928,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",118.595,"Isolated",45.44314,-95.32963,45.44314,-95.32963
"3371","MN",5.63847255706787,3.18029253054661,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",64.545,"Isolated",47.61494,-93.37363,47.61494,-93.37363
"3375","MN",19.8110332489014,7.80402805388682,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",1077.799,"Isolated",46.20315,-94.52188,46.20315,-94.52188
"338","MN",7.3076810836792,2.47436840887497,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",35.756,"DrainageLk",44.04216,-91.65669,44.04216,-91.65669
"3382","MN",2.7426872253418,1.53397952574349,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",183.434,"Drainage",45.53011,-96.08216,45.53011,-96.08216
"3384","MN",5.63640356063843,3.10977235393959,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",151.142,"Drainage",45.02693,-94.04817,45.02693,-94.04817
"3385","MN",4.57177686691284,1.33406340917278,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",243.519,"DrainageLk",46.87699,-94.02808,46.87699,-94.02808
"3387","MN",14.3241996765137,6.26171988511947,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",319.188,"DrainageLk",46.30772,-94.03904,46.30772,-94.03904
"339","MN",24.3828105926514,10.3479989391357,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",193.307,"DrainageLk",47.01584,-94.72555,47.01584,-94.72555
"33955","MN",18.0923156738281,6.05014900975186,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",191.89,"Drainage",48.25014,-92.28329,48.25014,-92.28329
"3400","MN",12.1914052963257,3.19040002355789,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",1237.923,"Drainage",45.69532,-93.05849,45.69532,-93.05849
"3401","MN",7.78155755996704,3.97780568939065,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",106.34,"DrainageLk",45.99878,-95.59394,45.99878,-95.59394
"3407","MN",6.09570264816284,3.15354259090146,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",70.255,"Headwater",45.12068,-93.8344,45.12068,-93.8344
"3418","MN",7.92421674728394,3.61377129737947,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",186.672,"DrainageLk",47.63539,-94.89063,47.63539,-94.89063
"3422","MN",36.5742149353027,14.8048320149567,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",146.688,"Headwater",47.42144,-93.55266,47.42144,-93.55266
"3425","MN",18.2871074676514,5.8207743332992,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",192.107,"DrainageLk",47.44215,-93.32826,47.44215,-93.32826
"343","MN",23.9748039245605,6.19926820948322,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",452.571,"DrainageLk",46.97249,-94.13008,46.97249,-94.13008
"3434","MN",9.14355373382568,2.29476470961722,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",174.721,"DrainageLk",45.26387,-94.02667,45.26387,-94.02667
"3438","MN",6.68868923187256,2.25861296566624,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",20.812,"Isolated",47.37558,-92.32276,47.37558,-92.32276
"3439","MN",2.43788599967957,1.42339740876479,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",255.645,"Drainage",44.61846,-93.97338,44.61846,-93.97338
"3441","MN",3.04785132408142,1.81284579774609,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",265.257,"DrainageLk",44.78272,-94.5383,44.78272,-94.5383
"3444","MN",3.96061062812805,2.17002395444029,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",124.665,"Headwater",46.13892,-93.08475,46.13892,-93.08475
"3449","MN",4.57177686691284,2.68854922663918,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",58.871,"Headwater",47.23895,-91.70726,47.23895,-91.70726
"345","MN",9.14355373382568,3.2647296288187,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",203.486,"DrainageLk",47.52537,-92.15026,47.52537,-92.15026
"3451","MN",31.3766136169434,9.45179876712317,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",106.192,"DrainageLk",47.60672,-93.57395,47.60672,-93.57395
"34613","MN",9.29594039916992,5.15624410799156,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",81.081,"Drainage",45.92088,-94.85051,45.92088,-94.85051
"34618","MN",20.6934013366699,5.3614582360042,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",43.196,"Isolated",46.45415,-93.81076,46.45415,-93.81076
"34639","MN",16.4516563415527,5.27474287589192,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",46.553,"Headwater",46.04673,-95.44687,46.04673,-95.44687
"34662","MN",1.82864153385162,1.28391837312629,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",42.089,"Isolated",46.6728,-95.41403,46.6728,-95.41403
"34663","MN",31.9938182830811,15.1029974821861,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",46.485,"Drainage",45.74303,-94.61585,45.74303,-94.61585
"3467","MN",25.1074333190918,9.730340462286,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",631.33,"DrainageLk",45.25331,-94.19297,45.25331,-94.19297
"3469","MN",17.3666954040527,7.25942969134958,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",106.577,"Isolated",45.83243,-94.67291,45.83243,-94.67291
"3474","MN",12.7779884338379,2.85086901932587,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",355.881,"Isolated",44.29455,-93.42872,44.29455,-93.42872
"34749","MN",6.38534927368164,1.19681979473763,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",308.713,"Isolated",45.42738,-92.86489,45.42738,-92.86489
"3476","MN",23.7732391357422,6.66393745688541,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",248.192,"Drainage",46.35577,-93.77153,46.35577,-93.77153
"3477","MN",3.96220660209656,1.69857977542928,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",206.304,"DrainageLk",46.73848,-94.39754,46.73848,-94.39754
"3480","MN",19.2009830474854,11.5772240128869,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",69.954,"Drainage",46.6458,-94.23103,46.6458,-94.23103
"3482","MN",4.87329769134521,1.96736857561974,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",27.358,"Headwater",44.97958,-93.14045,44.97958,-93.14045
"34835","MN",2.64368748664856,1.9577995520769,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",34.162,"Isolated",43.82749,-95.48029,43.82749,-95.48029
"3484","MN",26.2051258087158,7.73658536628316,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",1390.477,"DrainageLk",46.69273,-94.25387,46.69273,-94.25387
"3487","MN",35.041675567627,7.54647860783865,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",378.523,"DrainageLk",47.03239,-94.16272,47.03239,-94.16272
"3488","MN",21.9193458557129,8.89677343420332,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",101.24,"DrainageLk",46.96885,-93.86705,46.96885,-93.86705
"3495","MN",18.2871074676514,8.46031802768864,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",399.702,"DrainageLk",47.7342,-95.19024,47.7342,-95.19024
"3497","MN",7.0003080368042,2.3251567596137,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",672.212,"DrainageLk",46.16466,-93.93685,46.16466,-93.93685
"34974","MN",8.83780574798584,3.53319553792236,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",233.541,"DrainageLk",46.43529,-95.67757,46.43529,-95.67757
"34988","MN",1.90108942985535,0.851231662736228,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",18.45,"DrainageLk",46.83634,-96.11997,46.83634,-96.11997
"34991","MN",9.7530632019043,3.74616502270249,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",82.235,"Isolated",47.83872,-93.29514,47.83872,-93.29514
"35000","MN",10.6674795150757,4.38692878219305,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",62.209,"Headwater",47.64825,-93.46632,47.64825,-93.46632
"35005","MN",15.5434894561768,5.13457901141121,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",205.15,"DrainageLk",47.68422,-93.96539,47.68422,-93.96539
"3501","MN",9.26044178009033,1.94334622346333,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",899.878,"DrainageLk",45.30794,-95.10312,45.30794,-95.10312
"35015","MN",23.762113571167,8.7991247888854,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",23.967,"Isolated",48.00185,-91.34286,48.00185,-91.34286
"3503","MN",13.7153310775757,3.99388221088515,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",94.25,"Drainage",47.85913,-93.49735,47.85913,-93.49735
"352","MN",5.48598909378052,1.74038800970775,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",108.143,"Headwater",47.60741,-91.06987,47.60741,-91.06987
"3528","MN",21.4873504638672,7.7053727585655,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",197.053,"Headwater",45.07425,-93.97141,45.07425,-93.97141
"3529","MN",3.65580010414124,1.71733076994355,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",54.146,"Drainage",46.41556,-92.44933,46.41556,-92.44933
"3530","MN",1.98062193393707,0.523182381231874,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",49.164,"Isolated",45.17804,-92.82217,45.17804,-92.82217
"3535","MN",21.3349590301514,8.08996260557199,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",219.169,"DrainageLk",45.51529,-94.46225,45.51529,-94.46225
"3542","MN",9.44833850860596,4.18637569387871,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",21.685,"DrainageLk",44.92092,-93.23605,44.92092,-93.23605
"3548","MN",14.894739151001,5.66279307474034,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",54.33,"DrainageLk",45.36021,-93.95596,45.36021,-93.95596
"3555","MN",18.8966770172119,6.92142829911885,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",74.268,"DrainageLk",45.85661,-94.74945,45.85661,-94.74945
"356","MN",1.52262043952942,0.222115114776103,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",26.188,"Isolated",45.07656,-93.24788,45.07656,-93.24788
"3560","MN",14.5345964431763,5.64187101638919,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",237.869,"DrainageLk",46.51009,-93.46376,46.51009,-93.46376
"3561","MN",21.3349590301514,5.54748797440752,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",266.198,"Drainage",44.87928,-93.60869,44.87928,-93.60869
"3562","MN",1.82868814468384,1.51451831396508,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",101.428,"Drainage",45.83141,-94.75545,45.83141,-94.75545
"35695","MN",2.13349580764771,1.56371726828793,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",42.271,"Isolated",45.43132,-93.96002,45.43132,-93.96002
"3573","MN",48.5101165771484,14.3095164621714,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",1056.645,"DrainageLk",45.95632,-95.36977,45.95632,-95.36977
"3574","MN",3.65742158889771,2.67118880449125,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",78.142,"Isolated",45.33023,-94.27219,45.33023,-94.27219
"35744","MN",2.12483358383179,0.628335406541313,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",120.004,"Isolated",45.93957,-95.67497,45.93957,-95.67497
"35759","MN",10.6634197235107,4.01156894831339,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",258.74,"Isolated",46.28172,-95.79455,46.28172,-95.79455
"3578","MN",2.43826627731323,1.59272031592082,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",57.585,"DrainageLk",43.66524,-93.3928,43.66524,-93.3928
"3579","MN",20.9931755065918,7.30057461210314,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",168.119,"Headwater",46.97466,-94.03537,46.97466,-94.03537
"3583","MN",9.14355373382568,4.2581526874738,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",984.776,"DrainageLk",45.82669,-95.47826,45.82669,-95.47826
"3586","MN",13.6150321960449,3.7420799151347,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",168.659,"Isolated",46.41564,-93.47668,46.41564,-93.47668
"3592","MN",7.61962795257568,3.1464337456357,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",208.811,"DrainageLk",46.45076,-93.62147,46.45076,-93.62147
"3598","MN",8.5259895324707,3.27315949930053,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",65.581,"Isolated",45.10602,-94.29583,45.10602,-94.29583
"3599","MN",7.61962795257568,3.7760477887245,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",80.94,"Drainage",47.22592,-92.40108,47.22592,-92.40108
"36040","MN",7.61962795257568,3.52809344605597,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",22.614,"Headwater",47.74848,-92.47832,47.74848,-92.47832
"3607","MN",24.3828105926514,5.03401930391783,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",2563.721,"DrainageLk",46.74359,-93.27258,46.74359,-93.27258
"3613","MN",12.1448965072632,2.48787881732617,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",77.271,"Isolated",45.57347,-94.39019,45.57347,-94.39019
"3618","MN",2.26996207237244,1.4094654598903,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",22.636,"DrainageLk",44.84386,-93.40572,44.84386,-93.40572
"3621","MN",9.44833850860596,3.2382655723621,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",46.64,"Isolated",46.49765,-92.67862,46.49765,-92.67862
"3625","MN",9.61489772796631,4.24120017296614,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",80.924,"DrainageLk",45.42084,-94.52267,45.42084,-94.52267
"3630","MN",13.3911113739014,5.00161087674988,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",22.663,"DrainageLk",45.04368,-93.34052,45.04368,-93.34052
"3632","MN",1.97742092609406,1.46593682470597,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",105.577,"Isolated",43.52807,-94.64752,43.52807,-94.64752
"3635","MN",12.7985124588013,4.71503663916,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",107.513,"Isolated",46.33968,-94.26716,46.33968,-94.26716
"3637","MN",14.5013294219971,4.92541744639297,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",367.099,"DrainageLk",45.00169,-93.41233,45.00169,-93.41233
"3640","MN",20.4116859436035,7.82979176463063,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",68.982,"DrainageLk",45.93078,-94.69275,45.93078,-94.69275
"3641","MN",6.70522403717041,3.86263934738381,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",100.2,"Headwater",43.52042,-94.46622,43.52042,-94.46622
"3642","MN",6.09570264816284,3.06996634251786,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",113.434,"Drainage",44.43781,-93.6975,44.43781,-93.6975
"3643","MN",17.6191101074219,4.36119292591736,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",86.199,"Isolated",44.88122,-93.66505,44.88122,-93.66505
"3646","MN",3.95679354667664,2.41029337169787,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",286.303,"DrainageLk",46.72508,-93.9459,46.72508,-93.9459
"3648","MN",28.8667316436768,6.18862365540943,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",109.988,"Drainage",46.99393,-94.36177,46.99393,-94.36177
"3652","MN",5.48597049713135,2.73522077951301,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",71.902,"Isolated",46.24416,-94.61105,46.24416,-94.61105
"3653","MN",8.22644519805908,4.31344291948621,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",122.414,"Isolated",46.62988,-94.0111,46.62988,-94.0111
"3658","MN",10.3224630355835,5.22462967656415,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",191.162,"Isolated",45.38322,-92.85605,45.38322,-92.85605
"3666","MN",10.3571043014526,3.17154456148987,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",404.501,"Isolated",46.80052,-96.01435,46.80052,-96.01435
"3671","MN",19.8994216918945,8.77145250226322,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",78.06,"Headwater",46.90774,-93.95874,46.90774,-93.95874
"36723","MN",8.83191967010498,3.37179504864809,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",41.156,"Drainage",45.8085,-94.97994,45.8085,-94.97994
"36724","MN",9.44810390472412,4.53070126331977,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",20.349,"Drainage",45.13131,-94.29261,45.13131,-94.29261
"3673","MN",9.14355373382568,5.80463310480834,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",281.452,"Headwater",45.25225,-95.05696,45.25225,-95.05696
"36735","MN",6.99693393707275,4.14323293086657,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",133.342,"Headwater",46.80875,-94.90657,46.80875,-94.90657
"36738","MN",19.8110332489014,7.24647432084129,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",1016.246,"DrainageLk",47.39001,-94.92452,47.39001,-94.92452
"36762","MN",5.14384317398071,0.831395204043041,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",22.21,"Isolated",44.90421,-93.15011,44.90421,-93.15011
"36783","MN",12.9006814956665,3.25581312665438,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",23.973,"DrainageLk",47.37388,-93.53489,47.37388,-93.53489
"3679","MN",25.5969066619873,7.15237842413464,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",288.554,"DrainageLk",46.95537,-94.41329,46.95537,-94.41329
"368","MN",18.8966693878174,7.20924971072382,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",947.675,"DrainageLk",47.78088,-91.94457,47.78088,-91.94457
"3680","MN",14.5462665557861,6.71221753621355,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",86.249,"Isolated",46.83156,-94.4539,46.83156,-94.4539
"36803","MN",9.71144771575928,3.33664264492971,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",74.213,"Isolated",46.68522,-95.40223,46.68522,-95.40223
"3681","MN",6.09400701522827,3.28237732474478,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",67.791,"DrainageLk",47.42706,-92.62647,47.42706,-92.62647
"3686","MN",14.2084808349609,1.91932944820506,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",28.957,"Isolated",45.04373,-93.22579,45.04373,-93.22579
