"llid","name","legacy_name","state","max_depth_m","mean_depth_m","source","lake_waterarea_ha","lake_connectivity_permanent","effort","lat","long","source_type","buffer100m_slope_mean"
457981,"ECHO LAKE",NA,"MT",21.336,NA,"myfwp.mt.gov",289.861987846,"Drainage","manual",48.116389,-114.039444,"Government",NA
457978,"BULL LAKE",NA,"MT",18.288,NA,"myfwp.mt.gov",486.623457596,"Drainage","manual",48.2675,-115.855,"Government",NA
460381,"BAILEY LAKE",NA,"MT",8.5344,NA,"myfwp.mt.gov",6.41931400361,"DrainageLk","manual",48.471944,-114.13,"Government",NA
317025,"LAKE SHERBURNE",NA,"MT",18.288,NA,"myfwp.mt.gov",565.994767562,"DrainageLk","manual",48.826389,-113.524167,"Government",NA
326931,"BL-1 Afterbay below Yellowtail Dam",NA,"MT",9.7536,NA,"myfwp.mt.gov",63.0897536101,"Headwater","manual",45.31525,-107.9251111,"Government",NA
460262,"Savage Lake near Troy",NA,"MT",19.812,NA,"myfwp.mt.gov",30.0024339773,"Drainage","manual",48.4205002,-115.8176682,"Government",NA
324116,"Brush Lake 33n58e22dccc 086",NA,"MT",19.812,NA,"formontana.net",102.309794919,"Isolated","manual",48.592804,-104.111327,"Misc",NA
153255,"LAKE MATTAMUSKEET",NA,"NC",NA,0.6,"files.nc.gov",5757.59549375,"DrainageLk","manual",35.505828,-76.253778,"Government",NA
152395,"LAKE MATTAMUSKEET",NA,"NC",NA,0.6,"files.nc.gov",10566.4608969,"Drainage","manual",35.5065,-76.183972,"Government",NA
160162,"LAKE LURE",NA,"NC",NA,20,"files.nc.gov",295.328433566,"DrainageLk","manual",35.43468,-82.21496,"Government",NA
161586,"LAKE SUMMIT",NA,"NC",NA,10,"files.nc.gov",90.171827612,"Drainage","manual",35.2304,-82.40119,"Government",NA
160914,"LAKE ADGER",NA,"NC",NA,8,"files.nc.gov",150.067097885,"DrainageLk","manual",35.33439,-82.22705,"Government",NA
165192,"KINGS MOUNTAIN RESERVOIR",NA,"NC",21.9456,14,"files.nc.gov",519.485615573,"Drainage","manual",35.30597,-81.46191,"Government",NA
163755,"S FORK CATAWBA RIV AT SR 2524 NR SOUTH BELMONT",NA,"NC",12.192,NA,"fishing-app.gpsnauticalcharts.com",422.163501277,"DrainageLk","manual",35.16666,-81.03825,"Misc",NA
151701,"MERCHANTS MILLPOND",NA,"NC",NA,1.2,"files.nc.gov",135.66607412,"DrainageLk","manual",36.4249,-76.67684,"Government",NA
163043,"MOUNTAIN ISLAND LAKE",NA,"NC",NA,5,"files.nc.gov",793.822633527,"DrainageLk","manual",35.37023,-80.95589,"Government",NA
156240,"LAKE HUNT",NA,"NC",NA,10,"files.nc.gov",71.3742727927,"Drainage","manual",36.33967,-79.72815,"Government",NA
155605,"REIDSVILLE LAKE",NA,"NC",9.144,6,"fishing-app.gpsnauticalcharts.com",270.016437153,"DrainageLk","manual",36.29704,-79.70488,"Misc",NA
155023,"BURLINGTON RESERVOIR",NA,"NC",NA,4,"files.nc.gov",298.97026709,"Drainage","manual",36.20014,-79.41279,"Government",NA
156499,"LAKE MACKINTOSH",NA,"NC",18.8976,9.5,"files.nc.gov",449.898997538,"DrainageLk","manual",36.05225,-79.57031,"Government",NA
156501,"JORDAN LAKE",NA,"NC",18.8976,5,"fishing-app.gpsnauticalcharts.com",5309.06878054,"DrainageLk","manual",35.704,-79.085,"Misc",NA
155020,"HIGH POINT RESERVOIR",NA,"NC",13.4112,6.5,"files.nc.gov",285.471914972,"Drainage","manual",36.02493,-79.99361,"Government",NA
156498,"HIGH POINT LAKE",NA,"NC",NA,5,"files.nc.gov",106.568044809,"DrainageLk","manual",36.00756,-79.94092,"Government",NA
156287,"CARTHAGE CITY LAKE",NA,"NC",NA,2.5,"files.nc.gov",3.25231786226,"Isolated","manual",35.33205,-79.40977,"Government",NA
156272,"ROCKY RIVER RESERVOIR",NA,"NC",NA,5.5,"files.nc.gov",58.7648190675,"Drainage","manual",35.79581,-79.47758,"Government",NA
156502,"HARRIS LAKE",NA,"NC",12.192,NA,"fishing-app.gpsnauticalcharts.com",1525.63547982,"Drainage","manual",35.58975,-78.94163,"Misc",NA
156066,"BONNIE DOONE LAKE",NA,"NC",3.9624,0.6,"files.nc.gov",9.05830453019,"Drainage","manual",35.11013,-78.94388,"Government",NA
155175,"KORNBOW LAKE",NA,"NC",5.1816,3.5,"fishing-app.gpsnauticalcharts.com",19.0609123566,"Drainage","manual",35.1009,-78.9295,"Misc",NA
154589,"MINTZ POND",NA,"NC",2.4384,0.5,"files.nc.gov",6.04065519113,"DrainageLk","manual",35.08992,-78.9245,"Government",NA
155780,"GLENVILLE LAKE",NA,"NC",3.6576,2.5,"files.nc.gov",10.4162822769,"DrainageLk","manual",35.06932,-78.8973,"Government",NA
155540,"SALTERS LAKE",NA,"NC",NA,1.5,"files.nc.gov",127.651706578,"Isolated","manual",34.7081,-78.632,"Government",NA
154651,"JONES LAKE",NA,"NC",NA,1,"files.nc.gov",86.6449951209,"Headwater","manual",34.69092,-78.60418,"Government",NA
154664,"WHITE LAKE",NA,"NC",NA,2.9,"files.nc.gov",430.56483215,"Drainage","manual",34.63584,-78.49338,"Government",NA
155022,"BAY TREE LAKE",NA,"NC",NA,1,"files.nc.gov",588.603031255,"DrainageLk","manual",34.67816,-78.4137,"Government",NA
155606,"SINGLETARY LAKE",NA,"NC",NA,1.5,"files.nc.gov",233.128552094,"Isolated","manual",34.59748,-78.46718,"Government",NA
154705,"GREENFIELD LAKE",NA,"NC",NA,1.5,"files.nc.gov",30.473002005,"Drainage","manual",34.20726,-77.93481,"Government",NA
155607,"BOILING SPRINGS LAKE",NA,"NC",NA,3,"files.nc.gov",111.743051234,"DrainageLk","manual",34.03012,-78.06004,"Government",NA
154718,"LIMESTONE LAKE (CABIN LAKE)",NA,"NC",NA,4,"files.nc.gov",3.62030325042,"Drainage","manual",34.99212,-77.7935,"Government",NA
155018,"LIMESTONE LAKE (CABIN LAKE)",NA,"NC",NA,4,"files.nc.gov",25.6839190572,"Drainage","manual",34.99,-77.794,"Government",NA
154429,"LAKE HIGGINS",NA,"NC",NA,3.5,"files.nc.gov",89.2975645083,"Drainage","manual",36.15715,-79.89225,"Government",NA
155021,"RANDLEMAN LAKE",NA,"NC",21.0312,NA,"fishing-app.gpsnauticalcharts.com",1181.28384175,"DrainageLk","manual",35.93661,-79.88809,"Misc",NA
155321,"LAKE BURLINGTON",NA,"NC",NA,2,"files.nc.gov",39.2488033063,"DrainageLk","manual",36.13954,-79.41158,"Government",NA
154412,"TURNER RESERVOIR",NA,"NC",NA,3,"files.nc.gov",55.4612483036,"DrainageLk","manual",35.763,-79.45625,"Government",NA
154413,"UNIVERSITY LAKE",NA,"NC",NA,1.5,"files.nc.gov",66.0641807472,"Drainage","manual",35.89733,-79.10234,"Government",NA
164464,"LAKE JAMES",NA,"NC",NA,14,"files.nc.gov",2415.95806195,"DrainageLk","manual",35.720482,-81.968053,"Government",NA
161587,"LOOKOUT SHOALS LAKE",NA,"NC",NA,9,"files.nc.gov",312.495716065,"DrainageLk","manual",35.78549,-81.12322,"Government",NA
164747,"BESSEMER CITY LAKE",NA,"NC",NA,3,"files.nc.gov",5.58202051578,"Drainage","manual",35.29647,-81.29983,"Government",NA
160474,"NEWTON CITY LAKE",NA,"NC",NA,2.5,"files.nc.gov",6.45490404337,"Headwater","manual",35.65547,-81.25089,"Government",NA
272820,"LAKE JUNALUSKA",NA,"NC",NA,5.5,"files.nc.gov",81.2022165811,"DrainageLk","manual",35.52029,-82.97746,"Government",NA
273494,"ALLEN CREEK RESERVOIR",NA,"NC",NA,14,"files.nc.gov",19.6000266639,"Drainage","manual",35.42011,-83.0095,"Government",NA
272717,"BEETREE RESERVOIR",NA,"NC",NA,10,"files.nc.gov",16.6478931754,"Drainage","manual",35.64261,-82.40092,"Government",NA
272964,"BURNETT RESERVOIR",NA,"NC",38.1,12,"files.nc.gov",136.262323564,"Drainage","manual",35.67457,-82.3356,"Government",NA
272595,"LAKE JULIAN",NA,"NC",30.48,20,"fishing-app.gpsnauticalcharts.com",120.894135164,"Drainage","manual",35.48291,-82.533,"Misc",NA
273428,"WATERVILLE LAKE",NA,"NC",NA,23,"files.nc.gov",127.18250171,"DrainageLk","manual",35.67285,-83.01352,"Government",NA
273868,"HIWASSEE RESERVOIR",NA,"NC",76.8096,47,"fishing-app.gpsnauticalcharts.com",2393.53687884,"DrainageLk","manual",35.09751,-84.07491,"Misc",NA
273908,"APALACHIA LAKE",NA,"NC",NA,18,"files.nc.gov",430.660454261,"DrainageLk","manual",35.14776,-84.20301,"Government",NA
157618,"LAKE WACCAMAW AT DAM SPILLWAY NR LAKE WACCAMAW",NA,"NC",NA,1.5,"files.nc.gov",3577.37444272,"DrainageLk","manual",34.26107,-78.52321,"Government",NA
157187,"LAKE TABOR",NA,"NC",NA,1,"files.nc.gov",27.476314889,"Drainage","manual",34.16522,-78.861525,"Government",NA
272594,"FONTANA LAKE",NA,"NC",115.824,NA,"fishing-app.gpsnauticalcharts.com",3518.81518112,"DrainageLk","manual",35.44346,-83.77517,"Misc",NA
272690,"WOLF CREEK RESERVOIR",NA,"NC",36.8808,NA,"fishing-app.gpsnauticalcharts.com",66.5862336141,"Headwater","manual",35.23315,-82.99076,"Misc",NA
273427,"BEAR CREEK RESERVOIR",NA,"NC",NA,33,"files.nc.gov",177.214997324,"DrainageLk","manual",35.23302,-83.05041,"Government",NA
272685,"CEDAR CLIFF LAKE",NA,"NC",NA,27.1,"files.nc.gov",43.6813004827,"DrainageLk","manual",35.2426,-83.08141,"Government",NA
272731,"THORPE RESERVOIR",NA,"NC",NA,23.2,"files.nc.gov",562.442477932,"Headwater","manual",35.161,-83.129,"Government",NA
272593,"FONTANA LAKE",NA,"NC",115.824,41.2,"fishing-app.gpsnauticalcharts.com",316.964547426,"DrainageLk","manual",35.45304,-83.58301,"Misc",NA
272867,"SANTEETLAH LAKE",NA,"NC",NA,17.1,"files.nc.gov",1067.61250396,"Drainage","manual",35.34463,-83.83664,"Government",NA
272590,"CALDERWOOD LAKE",NA,"NC",NA,29,"files.nc.gov",224.840349995,"DrainageLk","manual",35.46339,-83.95694,"Government",NA
153842,"LAKE MICHIE",NA,"NC",NA,8,"files.nc.gov",190.876871353,"Drainage","manual",36.17124,-78.85848,"Government",NA
152959,"LITTLE RIVER RESERVOIR",NA,"NC",NA,7.5,"files.nc.gov",217.242665663,"DrainageLk","manual",36.13487,-78.89028,"Government",NA
154146,"LAKE BUTNER",NA,"NC",NA,9,"files.nc.gov",132.442668566,"Drainage","manual",36.19652,-78.77724,"Government",NA
152697,"CORPORATION LAKE",NA,"NC",NA,1.2,"files.nc.gov",14.9675553133,"DrainageLk","manual",36.08487,-79.14157,"Government",NA
153890,"LAKE ROGERS",NA,"NC",NA,1,"files.nc.gov",56.9318409273,"Drainage","manual",36.13084,-78.70383,"Government",NA
152693,"BEAVERDAM LAKE",NA,"NC",4.8768,NA,"fishing-app.gpsnauticalcharts.com",394.356847379,"Drainage","manual",36.056,-78.676,"Misc",NA
153580,"REEDY CREEK LAKE",NA,"NC",NA,2,"files.nc.gov",8.1276586821,"Drainage","manual",35.83778,-78.74614,"Government",NA
152715,"BIG LAKE",NA,"NC",NA,2,"files.nc.gov",23.9404283294,"Drainage","manual",35.87865,-78.7693,"Government",NA
152727,"LAKE JOHNSON",NA,"NC",NA,3,"files.nc.gov",60.0261981637,"Drainage","manual",35.76449,-78.72161,"Government",NA
153841,"LAKE WHEELER",NA,"NC",NA,4,"files.nc.gov",228.490765257,"DrainageLk","manual",35.70003,-78.7211,"Government",NA
152390,"LAKE BENSON",NA,"NC",NA,3,"files.nc.gov",191.068721252,"DrainageLk","manual",35.67192,-78.6428,"Government",NA
152419,"BASS LAKE",NA,"NC",NA,3,"files.nc.gov",23.818846995,"Drainage","manual",35.63805,-78.80725,"Government",NA
153749,"CLIFFS OF THE NEUSE LAKE",NA,"NC",NA,9,"files.nc.gov",3.2247769684,"Isolated","manual",35.23522,-77.88683,"Government",NA
152586,"WIGGINS MILL RESERVOIR",NA,"NC",NA,0.5,"files.nc.gov",126.745520128,"DrainageLk","manual",35.6952101,-77.9540484,"Government",NA
152882,"LAKE WILSON",NA,"NC",NA,4.9,"files.nc.gov",32.869910027,"DrainageLk","manual",35.78973,-77.92093,"Government",NA
259436,"ASU LAKE",NA,"NC",NA,10,"files.nc.gov",6.17880147453,"Drainage","manual",36.23912,-81.67036,"Government",NA
151700,"PHELPS LAKE",NA,"NC",NA,2,"files.nc.gov",6451.10714866,"Isolated","manual",35.77056,-76.50348,"Government",NA
150215,"HANGING ROCK LAKE",NA,"NC",NA,1,"files.nc.gov",4.94977947098,"Headwater","manual",36.39075,-80.26885,"Government",NA
149479,"KERNERSVILLE LAKE",NA,"NC",NA,5,"files.nc.gov",18.6693751774,"Drainage","manual",36.1522,-80.10203,"Government",NA
150586,"BELEWS LAKE",NA,"NC",44.196,15,"files.nc.gov",1488.81945535,"DrainageLk","manual",36.29239,-80.03655,"Government",NA
149106,"FARMER LAKE",NA,"NC",NA,6,"files.nc.gov",149.868776707,"Drainage","manual",36.3679,-79.39229,"Government",NA
150587,"HYCO LAKE",NA,"NC",14.9352,NA,"files.nc.gov",1684.64658272,"DrainageLk","manual",36.48068,-79.09935,"Government",NA
150962,"LAKE ROXBORO",NA,"NC",NA,6.1,"files.nc.gov",199.718288519,"Drainage","manual",36.3136,-79.1501,"Government",NA
150588,"LAKE ISAAC WALTON (ROXBORO CITY LAKE)",NA,"NC",NA,3.5,"files.nc.gov",76.66004212,"Drainage","manual",36.42289,-79.01519,"Government",NA
150206,"MAYO RESERVOIR",NA,"NC",28.0416,9,"files.nc.gov",1041.32880749,"DrainageLk","manual",36.45734,-78.87787,"Government",NA
150590,"JOHN H. KERR RESERVOIR",NA,"NC",30.48,9.144,"en.wikipedia.org",17403.6916215,"DrainageLk","manual",36.408,-78.392,"Misc",NA
150207,"LAKE GASTON",NA,"NC",18.288,NA,"fishing-app.gpsnauticalcharts.com",7683.67616508,"DrainageLk","manual",36.53791,-78.0266,"Misc",NA
149107,"ROANOKE RAPIDS LAKE",NA,"NC",7.3152,5,"files.nc.gov",1737.1149548,"DrainageLk","manual",36.48538,-77.76334,"Government",NA
154148,"TAR RIVER RESERVOIR",NA,"NC",NA,6,"files.nc.gov",280.85763226,"DrainageLk","manual",35.85415,-77.90785,"Government",NA
154147,"GREAT LAKE",NA,"NC",NA,1,"files.nc.gov",1127.12870119,"Headwater","manual",34.87475,-77.04118,"Government",NA
157213,"KERR SCOTT RESERVOIR",NA,"NC",19.2024,NA,"fishing-app.gpsnauticalcharts.com",517.911854373,"DrainageLk","manual",36.11644,-81.28644,"Misc",NA
158477,"SALEM LAKE",NA,"NC",NA,5,"files.nc.gov",111.397481336,"Drainage","manual",36.097,-80.184,"Government",NA
159455,"WINSTON LAKE",NA,"NC",NA,2,"files.nc.gov",7.17382347741,"Drainage","manual",36.1145,-80.20179,"Government",NA
157613,"HIGH ROCK LAKE",NA,"NC",NA,5,"files.nc.gov",4963.67431921,"DrainageLk","manual",35.72026,-80.33843,"Government",NA
157617,"LAKE THOM-A-LEX",NA,"NC",NA,8,"files.nc.gov",237.348179655,"Drainage","manual",35.894,-80.181,"Government",NA
157614,"BADIN LAKE",NA,"NC",NA,14,"files.nc.gov",2252.53426798,"DrainageLk","manual",35.46476,-80.12377,"Government",NA
157215,"LAKE REESE",NA,"NC",NA,5,"files.nc.gov",202.306717082,"DrainageLk","manual",35.72263,-79.97731,"Government",NA
157857,"MCCRARY LAKE",NA,"NC",NA,3,"files.nc.gov",4.64716738917,"Headwater","manual",35.71553,-79.85769,"Government",NA
158709,"BUNCH LAKE",NA,"NC",NA,3,"files.nc.gov",11.2156980964,"Drainage","manual",35.72133,-79.86015,"Government",NA
157616,"BACK CREEK LAKE",NA,"NC",NA,4,"files.nc.gov",92.4109751804,"Drainage","manual",35.74278,-79.85921,"Government",NA
158065,"LAKE TILLERY",NA,"NC",NA,10,"files.nc.gov",1961.39081719,"DrainageLk","manual",35.35924,-80.06605,"Government",NA
157214,"KANNAPOLIS LAKE",NA,"NC",NA,5,"files.nc.gov",109.208729653,"Drainage","manual",35.52405,-80.64314,"Government",NA
158104,"LAKE CONCORD",NA,"NC",NA,4,"files.nc.gov",33.7858447708,"Drainage","manual",35.48364,-80.58885,"Government",NA
159445,"LONG LAKE",NA,"NC",NA,5,"files.nc.gov",30.0161714808,"Drainage","manual",35.35688,-80.23549,"Government",NA
159755,"LAKE TWITTY",NA,"NC",NA,5,"files.nc.gov",68.8483539089,"Drainage","manual",35.0404,-80.48489,"Government",NA
159756,"BLEWETT FALLS",NA,"NC",NA,12,"files.nc.gov",878.359335558,"DrainageLk","manual",34.99181,-79.88764,"Government",NA
159142,"ROBERDEL LAKE",NA,"NC",NA,3,"files.nc.gov",19.588709059,"DrainageLk","manual",34.974988,-79.73866,"Government",NA
159062,"CITY POND (WADESBORO)",NA,"NC",NA,2,"files.nc.gov",30.8319659293,"Drainage","manual",34.91878,-80.08819,"Government",NA
159159,"WATER LAKE",NA,"NC",NA,3,"files.nc.gov",19.4830586653,"Drainage","manual",34.90597,-79.66269,"Government",NA
152391,"LAKE CRABTREE",NA,"NC",NA,2,"files.nc.gov",183.918461258,"DrainageLk","manual",35.84368,-78.80477,"Government",NA
314992,"LAKE ALICE - INLET",NA,"ND",3.6576,2.37744,"www.lake-link.com",4385.05491045,"DrainageLk","manual",48.3519111,-99.09251,"Misc",NA
314257,"EAST DEVILS LAKE - DEEPEST",NA,"ND",17.70888,7.7724,"gf.nd.gov",3697.78112703,"DrainageLk","manual",47.9548611,-98.64633,"Government",NA
313994,"WOOD LAKE - OUTLET",NA,"ND",8.0772,3.81,"gf.nd.gov",37.3742509768,"Isolated","manual",47.9030694,-98.84233,"Government",NA
313874,"LAKE UPSILON - CABIN AREA",NA,"ND",8.26008,3.44424,"gf.nd.gov",212.158137,"Headwater","manual",48.9576611,-99.84108,"Government",NA
340441,"BRUSH LAKE - SITE 1",NA,"ND",6.64464,3.23088,"gf.nd.gov",92.3037962563,"Isolated","manual",47.5332389,-100.72246,"Government",NA
339213,"MIRROR LAKE - STATION A",NA,"ND",4.35864,1.6764,"gf.nd.gov",23.3648095295,"Drainage","manual",45.99405,-102.6355,"Government",NA
311094,"LAKE METIGOSHE - INLET",NA,"ND",7.40664,3.44424,"gf.nd.gov",638.264857053,"DrainageLk","manual",48.9992806,-100.3556,"Government",NA
342596,"SWEETBRIAR DAM - DEEPEST",NA,"ND",9.35736,3.23088,"gf.nd.gov",111.066458057,"Drainage","manual",46.8655806,-101.25971,"Government",NA
315561,"RED WILLOW LAKE - DEEPEST",NA,"ND",7.68096,3.38328,"gf.nd.gov",60.4016618455,"Drainage","manual",47.6440611,-98.37196,"Government",NA
339034,"BEAVER LAKE - INLET",NA,"ND",2.65176,1.9812,"gf.nd.gov",387.446028135,"DrainageLk","manual",46.4134306,-99.61332,"Government",NA
340399,"STRAWBERRY LAKE - DEEPEST",NA,"ND",6.33984,3.2004,"gf.nd.gov",55.3857716837,"Isolated","manual",47.7664389,-100.86633,"Government",NA
314560,"SOUTH GOLDEN LAKE - DEEPEST",NA,"ND",5.4864,3.84048,"gf.nd.gov",132.786559319,"Isolated","manual",47.5693306,-97.63825,"Government",NA
315380,"SO GOLDEN LAKE - INLET",NA,"ND",5.4864,NA,"www.lake-link.com",109.057878742,"Isolated","manual",47.5846611,-97.63425,"Misc",NA
330626,"BLACKTAIL DAM - DEEPEST",NA,"ND",12.0396,4.99872,"gf.nd.gov",58.2477556543,"Headwater","manual",48.4298389,-103.7331,"Government",NA
332248,"ARNEGARD DAM - DEEPEST AREA",NA,"ND",2.80416,1.2192,"gf.nd.gov",9.51821261278,"Drainage","manual",47.83555,-103.48687,"Government",NA
311893,"BELCOURT LAKE - DEEPEST",NA,"ND",9.144,3.6576,"gf.nd.gov",251.885718301,"Drainage","manual",48.8798694,-99.75858,"Government",NA
331698,"CAMELS HUMP DAM - DEEPEST",NA,"ND",10.91184,4.4196,"gf.nd.gov",16.6451698002,"Isolated","manual",46.9442306,-103.81134,"Government",NA
311493,"CARPENTER LAKE - DEEPEST",NA,"ND",5.09016,2.8956,"gf.nd.gov",334.85756865,"Isolated","manual",48.9613806,-99.97717,"Government",NA
343491,"CEDAR DAM - NORTH ARM",NA,"ND",4.38912,1.55448,"gf.nd.gov",64.0019065531,"Drainage","manual",46.29705,-102.97471,"Government",NA
314507,"CLAUSEN SPRINGS",NA,"ND",9.144,4.51104,"gf.nd.gov",15.5759578131,"DrainageLk","manual",46.6826806,-98.04532,"Government",NA
331739,"COTTONWOOD LAKE - DEEPEST",NA,"ND",4.08432,2.80416,"gf.nd.gov",113.891232578,"Isolated","manual",48.58755,-103.43749,"Government",NA
312676,"LAKE DARLING - DEEPEST",NA,"ND",7.83336,2.95656,"gf.nd.gov",3453.8522169,"DrainageLk","manual",48.4642889,-101.57633,"Government",NA
333311,"DAVIS DAM - DEEPEST",NA,"ND",7.49808,3.13944,"gf.nd.gov",3.35898071327,"Isolated","manual",46.5462389,-103.66072,"Government",NA
316078,"LAKE ELSIE - DEEPEST",NA,"ND",7.19328,2.56032,"gf.nd.gov",145.77626865,"Isolated","manual",46.0471611,-96.93223,"Government",NA
333168,"Epping-Springbrook Dam",NA,"ND",9.08304,3.5052,"gf.nd.gov",52.7912924995,"Isolated","manual",48.2562194,-103.43048,"Government",NA
339439,"FISH CREEK DAM - DEEPEST",NA,"ND",15.02664,5.51688,"gf.nd.gov",24.6312162563,"Isolated","manual",46.7251111,-101.22833,"Government",NA
343493,"FROELICH DAM - DEEPEST",NA,"ND",9.93648,3.32232,"gf.nd.gov",68.8544717066,"Isolated","manual",46.1611111,-100.989,"Government",NA
340814,"GASCOYNE LAKE - DEEPEST",NA,"ND",2.7432,1.6764,"gf.nd.gov",69.5412452387,"Headwater","manual",46.1317194,-103.09339,"Government",NA
312305,"GORDON LAKE - DEEPEST",NA,"ND",9.144,3.6576,"gf.nd.gov",72.2735397826,"Isolated","manual",48.9209389,-99.7795,"Government",NA
314694,"HOOKER LAKE - DEEPEST",NA,"ND",8.13816,4.84632,"gf.nd.gov",14.8980544848,"Isolated","manual",48.9586111,-99.88873,"Government",NA
338176,"LAKE HOSKINS  - DEEPEST",NA,"ND",3.53568,2.7432,"gf.nd.gov",215.739786234,"Isolated","manual",46.0406306,-99.44931,"Government",NA
341690,"INDIAN CREEK DAM - DEEPEST",NA,"ND",9.7536,3.74904,"gf.nd.gov",76.9120059574,"Isolated","manual",46.3382194,-102.62731,"Government",NA
311457,"JARVIS LAKE - DEEPEST",NA,"ND",9.144,3.6576,"gf.nd.gov",115.689857952,"Isolated","manual",48.9257,-99.85374,"Government",NA
354719,"KALMBACH - DEEPEST",NA,"ND",3.16992,2.286,"gf.nd.gov",21.8647114509,"Headwater","manual",46.5047806,-98.9902,"Government",NA
331210,"KOTA RAY DAM - DEEPEST",NA,"ND",8.16864,3.68808,"gf.nd.gov",11.4550236283,"Drainage","manual",48.23865,-103.14225,"Government",NA
349896,"KULM-EDGELEY DAM - DEEPEST",NA,"ND",8.56488,3.59664,"gf.nd.gov",10.4461690166,"Headwater","manual",46.3294889,-98.81638,"Government",NA
354491,"LAKE LAMOURE - DEEPEST",NA,"ND",10.14984,4.45008,"gf.nd.gov",159.915246535,"DrainageLk","manual",46.3002,-98.2708,"Government",NA
340996,"LARSON LAKE - DEEPEST",NA,"ND",3.53568,2.19456,"gf.nd.gov",33.9604779696,"Isolated","manual",46.4274806,-102.51295,"Government",NA
343739,"NORTH LEMMON LAKE - FISH FLESH",NA,"ND",9.57072,4.14528,"gf.nd.gov",17.8401052794,"Isolated","manual",46.0107,-102.16027,"Government",NA
333889,"MCGREGOR DAM - DEEPEST",NA,"ND",10.39368,4.1148,"gf.nd.gov",21.4137222052,"Isolated","manual",48.5862,-102.93269,"Government",NA
316709,"MOON LAKE - DEEPEST",NA,"ND",15.5448,6.76656,"gf.nd.gov",38.1426129312,"Isolated","manual",46.857,-98.15769,"Government",NA
351263,"MOORES LAKE - DEEPEST",NA,"ND",4.4196,3.048,"gf.nd.gov",9.77630882727,"Isolated","manual",46.0361,-98.88043,"Government",NA
337480,"MOTT WATERSHED DAM - DEEPEST",NA,"ND",5.51688,2.1336,"gf.nd.gov",10.7713902679,"Isolated","manual",46.3834889,-102.32731,"Government",NA
338162,"NELSON LAKE - DEEPEST",NA,"ND",10.72896,4.75488,"gf.nd.gov",212.96012382,"DrainageLk","manual",47.0664111,-101.20778,"Government",NA
311910,"NORTHGATE DAM - DEEPEST",NA,"ND",7.49808,3.10896,"gf.nd.gov",43.180120204,"DrainageLk","manual",48.9242889,-102.26945,"Government",NA
337662,"NYGREN DAM - DEEPEST",NA,"ND",11.46048,4.4196,"gf.nd.gov",2.94042501723,"Isolated","manual",46.5877889,-101.20874,"Government",NA
331676,"ODLAND DAM - DEEPEST",NA,"ND",5.05968,1.70688,"gf.nd.gov",31.2360989039,"Headwater","manual",47.0396611,-104.01318,"Government",NA
337263,"PATTERSON LAKE - DEEPEST",NA,"ND",8.19912,2.7432,"gf.nd.gov",326.878359227,"DrainageLk","manual",46.8671806,-102.83001,"Government",NA
329969,"POWERS LAKE - DEEPEST",NA,"ND",3.38328,2.19456,"gf.nd.gov",666.109223578,"DrainageLk","manual",48.5380111,-102.61014,"Government",NA
353800,"PIPESTEM RESERVOIR - DEEPEST",NA,"ND",10.85088,3.93192,"gf.nd.gov",791.029172887,"DrainageLk","manual",46.9636306,-98.75308,"Government",NA
338887,"RUDOLF LAKE - DEEPEST",NA,"ND",3.26136,2.49936,"library.nd.gov",41.4276308927,"Isolated","manual",46.5029694,-99.50368,"Government",NA
329182,"SATHER DAM - DEEPEST",NA,"ND",5.82168,3.01752,"gf.nd.gov",14.9570582499,"Isolated","manual",47.6736389,-103.80835,"Government",NA
350593,"SCHLECHT-THOM DAM - DEEPEST",NA,"ND",7.1628,2.68224,"gf.nd.gov",7.27815380458,"Headwater","manual",46.36305,-98.82973,"Government",NA
311829,"SCHOOL SECTION LAKE - DEEPEST",NA,"ND",4.51104,3.01752,"gf.nd.gov",124.135523464,"Isolated","manual",48.9456694,-99.99302,"Government",NA
310696,"SHORT CREEK DAM - DEEPEST",NA,"ND",8.41248,3.47472,"gf.nd.gov",44.3041612484,"DrainageLk","manual",48.9916389,-102.78601,"Government",NA
341114,"SHEEP CREEK DAM - DEEPEST",NA,"ND",10.45464,4.20624,"gf.nd.gov",33.588076136,"DrainageLk","manual",46.3409611,-101.84853,"Government",NA
324444,"SKJERMO LAKE - DEEPEST",NA,"ND",5.9436,2.92608,"gf.nd.gov",16.5791984019,"Isolated","manual",48.9514306,-103.88269,"Government",NA
330715,"SMISHEK LAKE - DEEPEST",NA,"ND",8.13816,2.80416,"gf.nd.gov",71.5759691869,"Headwater","manual",48.6136194,-102.66256,"Government",NA
331716,"SPRING LAKE - DEEPEST",NA,"ND",4.75488,1.49352,"gf.nd.gov",14.7702287316,"Drainage","manual",46.2214806,-103.74035,"Government",NA
314996,"EAST STUMP LAKE",NA,"ND",23.50008,NA,"gf.nd.gov",1760.83274398,"Headwater","manual",47.8666611,-98.36548,"Government",NA
351764,"SYKESTON DAM - DEEPEST",NA,"ND",6.2484,1.88976,"gf.nd.gov",14.4090015333,"Drainage","manual",47.48295,-99.39994,"Government",NA
315372,"TOLNA DAM - DEEPEST",NA,"ND",6.94944,2.98704,"gf.nd.gov",61.389456556,"DrainageLk","manual",47.8044611,-98.39794,"Government",NA
